Toy Story	1995	394	781	30	13.1	1315%	394,436,586
Home Alone 2	1992	359	774	28	12.8	1282%	358,994,850
True Lies	1994	379	772	120	3.2	316%	378,882,411
The Fugitive	1993	369	770	44	8.4	838%	368,875,760
Ocean's Eleven	2001	451	766	85	5.3	530%	450,717,150
Pearl Harbor	2001	449	764	140	3.2	321%	449,220,945
The Smurfs	2011	564	762	110	5.1	512%	563,749,323
Basic Instinct	1992	353	761	49	7.2	720%	352,927,224
Mr. & Mrs. Smith	2005	487	761	110	4.4	443%	487,287,646
The Croods	2013	587	759	175	3.4	336%	587,235,983
Logan	2017	619	759	120	5.2	516%	619,179,950
Cast Away	2000	430	758	90	4.8	477%	429,632,142
Cars 2	2011	560	757	200	2.8	280%	559,852,396
The Mummy Returns	2001	443	754	98	4.5	452%	443,280,904
The Mummy	1999	416	754	80	5.2	520%	415,933,406
Puss in Boots	2011	555	750	130	4.3	427%	554,987,477
Men in Black II	2002	445	748	140	3.2	318%	445,135,288
Ant-Man & the Wasp	2018	623	748	195	3.2	319%	622,674,139
Despicable Me	2010	543	746	69	7.9	787%	543,157,985
The Last Samurai	2003	455	745	140	3.2	325%	454,627,263
Transformers: The Last Knight	2017	605	742	217	2.8	279%	605,425,157
Charlie and the Chocolate Factory	2005	475	742	150	3.2	317%	474,968,763
Sherlock Holmes	2009	524	739	90	5.8	582%	524,028,679
WALL·E	2008	521	735	180	2.9	290%	521,311,890
Sherlock Holmes: A Game of Shadows	2011	544	735	125	4.4	435%	543,848,418
Die Another Day	2002	432	726	142	3.0	304%	431,971,116
Fifty Shades of Grey	2015	570	726	40	14.2	1424%	569,651,467
Die Hard with a Vengeance	1995	366	725	90	4.1	407%	366,101,666
Ted	2012	549	722	65	8.5	845%	549,368,315
The Mask	1994	352	716	18	19.5	1953%	351,583,407
Black Panther: Wakanda Forever	2022	676	716	250	2.7	270%	676,036,389
Speed	1994	350	714	37	9.5	947%	350,448,145
Terminator 3	2003	433	710	187	2.3	232%	433,371,112
Brave	2012	539	708	185	2.9	291%	538,983,207
